609559874	POINT(971692.000000 187178.000000)
609544960	POINT(971243.000000 197356.000000)
608791624	POINT(971403.000000 199876.000000)
611325663	POINT(971328.000000 201572.000000)
611723427	POINT(971479.000000 200916.000000)
609053316	POINT(971140.000000 200770.000000)
611719170	POINT(972018.000000 202620.000000)
610687917	POINT(971268.000000 204463.000000)
611862559	POINT(972164.000000 203552.000000)
611884005	POINT(971563.000000 208550.000000)
609955432	POINT(972028.000000 209096.000000)
610475237	POINT(972253.000000 239424.000000)
610495866	POINT(971245.000000 240180.000000)
610548759	POINT(971084.000000 240472.000000)
611736649	POINT(973285.000000 186440.000000)
609240534	POINT(973215.000000 199243.000000)
608860582	POINT(972687.000000 200062.000000)
610274735	POINT(972812.000000 201533.000000)
610838595	POINT(972347.000000 201624.000000)
610145666	POINT(973037.000000 201890.000000)
610145558	POINT(973037.000000 201890.000000)
610890326	POINT(972622.000000 201039.000000)
611938988	POINT(972414.000000 202043.000000)
611077146	POINT(972711.000000 204755.000000)
609768359	POINT(973467.000000 205162.000000)
611356227	POINT(973442.000000 205238.000000)
611744064	POINT(973486.000000 206806.000000)
609502803	POINT(973315.000000 208126.000000)
611665620	POINT(973040.000000 207426.000000)
609499475	POINT(973471.000000 208832.000000)
610010872	POINT(973067.000000 209055.000000)
612250665	POINT(973074.000000 210335.000000)
611852370	POINT(972343.000000 214789.000000)
609368524	POINT(974810.000000 162395.000000)
610842554	POINT(974712.000000 199767.000000)
610799850	POINT(974730.000000 202009.000000)
611344112	POINT(974389.000000 202502.000000)
610879671	POINT(974071.000000 202670.000000)
612254887	POINT(974391.000000 202854.000000)
609093781	POINT(974315.000000 203163.000000)
610151858	POINT(974764.000000 204321.000000)
609381691	POINT(973968.000000 204608.000000)
610196985	POINT(974593.000000 204139.000000)
608986763	POINT(973680.000000 205194.000000)
612203270	POINT(974841.000000 205272.000000)
609179650	POINT(974718.000000 208201.000000)
608438419	POINT(974194.000000 208321.000000)
612334725	POINT(974661.000000 208580.000000)
611978696	POINT(974422.000000 207539.000000)
608780004	POINT(973721.000000 207758.000000)
610278560	POINT(974032.000000 207957.000000)
610277273	POINT(974718.000000 208909.000000)
609756488	POINT(974063.000000 209164.000000)
608331930	POINT(973642.000000 209571.000000)
611014415	POINT(974475.000000 209624.000000)
609418276	POINT(973913.000000 210295.000000)
610155520	POINT(973949.000000 210876.000000)
611978957	POINT(973732.000000 211073.000000)
609620334	POINT(974239.000000 212602.000000)
611765269	POINT(974784.000000 217253.000000)
611747296	POINT(974000.000000 217848.000000)
608523531	POINT(974074.000000 218315.000000)
609384562	POINT(973991.000000 218332.000000)
610629092	POINT(974310.000000 219755.000000)
608322101	POINT(973609.000000 228592.000000)
610980632	POINT(974526.000000 233643.000000)
610160858	POINT(974769.000000 237304.000000)
612263355	POINT(975705.000000 166623.000000)
611328345	POINT(975742.000000 166789.000000)
611338560	POINT(975970.000000 167516.000000)
610553168	POINT(975217.000000 170284.000000)
609360667	POINT(975988.000000 173158.000000)
610415071	POINT(976067.000000 189992.000000)
610607979	POINT(976067.000000 189992.000000)
609029746	POINT(975204.000000 192382.000000)
609926902	POINT(976079.000000 198868.000000)
610955306	POINT(975802.000000 198242.000000)
612328353	POINT(975772.000000 199625.000000)
608359589	POINT(975345.000000 201683.000000)
608365645	POINT(975345.000000 201683.000000)
611234204	POINT(975773.000000 201945.000000)
609489467	POINT(975082.000000 205028.000000)
611069389	POINT(975310.000000 208550.000000)
612261050	POINT(976061.000000 207377.000000)
611537541	POINT(975595.000000 207463.000000)
612107925	POINT(975901.000000 207539.000000)
612239433	POINT(975993.000000 207877.000000)
609315847	POINT(974985.000000 208092.000000)
610150543	POINT(974933.000000 208113.000000)
609878447	POINT(975161.000000 209090.000000)
612259738	POINT(974937.000000 209178.000000)
611675746	POINT(975217.000000 209271.000000)
609572644	POINT(976019.000000 209425.000000)
610685360	POINT(975383.000000 209955.000000)
609506520	POINT(975113.000000 211191.000000)
609374897	POINT(975745.000000 211430.000000)
610317638	POINT(975637.000000 211623.000000)
609630621	POINT(975497.000000 211759.000000)
611938834	POINT(976086.000000 211786.000000)
609839341	POINT(975757.000000 211830.000000)
609970372	POINT(975600.000000 212064.000000)
609632755	POINT(975544.000000 212242.000000)
611464128	POINT(976083.000000 212633.000000)
609628723	POINT(974980.000000 212871.000000)
610884116	POINT(975944.000000 212879.000000)
608970229	POINT(976098.000000 213131.000000)
611979316	POINT(975179.000000 213391.000000)
608307252	POINT(976146.000000 214327.000000)
608999831	POINT(974951.000000 214481.000000)
612331188	POINT(975384.000000 215396.000000)
611195109	POINT(975245.000000 216012.000000)
611326356	POINT(975087.000000 216270.000000)
608322499	POINT(975361.000000 216676.000000)
610738190	POINT(975211.000000 217062.000000)
610143226	POINT(975172.000000 221258.000000)
609257879	POINT(975719.000000 224904.000000)
608883767	POINT(975719.000000 224904.000000)
609139591	POINT(975714.000000 231896.000000)
610424071	POINT(977099.000000 165593.000000)
612253158	POINT(977117.000000 168523.000000)
611788138	POINT(976562.000000 169442.000000)
609354961	POINT(976995.000000 170835.000000)
611666539	POINT(977538.000000 196403.000000)
611276938	POINT(976599.000000 199185.000000)
611714643	POINT(976838.000000 202289.000000)
611676556	POINT(976838.000000 202289.000000)
609950374	POINT(976458.000000 204270.000000)
609232209	POINT(977330.000000 205504.000000)
610937793	POINT(976506.000000 207227.000000)
610614836	POINT(976559.000000 209193.000000)
609617257	POINT(976637.000000 209559.000000)
609559766	POINT(976251.000000 210294.000000)
611939815	POINT(977089.000000 211457.000000)
612112037	POINT(976681.000000 212301.000000)
610429986	POINT(977453.000000 212769.000000)
610225865	POINT(976949.000000 213698.000000)
608733826	POINT(977342.000000 214065.000000)
611677069	POINT(977410.000000 214089.000000)
609227872	POINT(976932.000000 214303.000000)
610464284	POINT(977282.000000 214399.000000)
609935515	POINT(976287.000000 214893.000000)
611540169	POINT(976893.000000 215654.000000)
611542879	POINT(976893.000000 215654.000000)
611115107	POINT(976310.000000 216107.000000)
611417797	POINT(976558.000000 216110.000000)
610272322	POINT(976528.000000 216111.000000)
610867232	POINT(977459.000000 217320.000000)
608617140	POINT(976616.000000 224824.000000)
610181350	POINT(976620.000000 234593.000000)
609367651	POINT(977622.000000 166567.000000)
609358110	POINT(977580.000000 167374.000000)
608617690	POINT(977974.000000 168638.000000)
610939881	POINT(977728.000000 169700.000000)
609676775	POINT(978727.000000 170982.000000)
610872948	POINT(978281.000000 171067.000000)
612004019	POINT(977614.000000 172255.000000)
610198749	POINT(978675.000000 173392.000000)
609055107	POINT(978190.000000 177378.000000)
608462016	POINT(977661.000000 193906.000000)
611666539	POINT(977538.000000 196403.000000)
610206587	POINT(978073.000000 198024.000000)
608645888	POINT(978456.000000 198575.000000)
610093493	POINT(978774.000000 198772.000000)
608781805	POINT(978141.000000 200322.000000)
609027315	POINT(978137.000000 205253.000000)
612185703	POINT(978263.000000 206746.000000)
610796303	POINT(978578.000000 208177.000000)
610969897	POINT(977817.000000 208343.000000)
610420174	POINT(978426.000000 208493.000000)
610746849	POINT(977588.000000 208502.000000)
610760924	POINT(977880.000000 209107.000000)
612334347	POINT(977975.000000 209146.000000)
612160962	POINT(977925.000000 211753.000000)
611458783	POINT(978561.000000 213351.000000)
610542296	POINT(977988.000000 213378.000000)
609573553	POINT(978403.000000 214450.000000)
612110435	POINT(977767.000000 217818.000000)
609779843	POINT(978031.000000 218647.000000)
611453616	POINT(978430.000000 218672.000000)
609266527	POINT(978073.000000 218732.000000)
610716446	POINT(978296.000000 219368.000000)
610676018	POINT(978296.000000 219368.000000)
609934958	POINT(978491.000000 220024.000000)
609290296	POINT(978185.000000 220623.000000)
609236269	POINT(978564.000000 220729.000000)
609184582	POINT(978670.000000 221678.000000)
609415530	POINT(977548.000000 222412.000000)
611236842	POINT(978378.000000 226132.000000)
